id,name_sci,name_en,name_sv
8766,Sturnia blythii,Malabar Starling,malabarstare
8767,Sturnia pagodarum,Brahminy Starling,pagodstare
8768,Sturnornis albofrontatus,White-faced Starling,ceylonstare
8769,Leucopsar rothschildi,Bali Myna,balistare
8770,Fregilupus varius,Hoopoe Starling,réunionstare †
8771,Necropsar rodericanus,Rodrigues Starling,rodriguesstare †
8772,Pastor roseus,Rosy Starling,rosenstare
8773,Sturnus vulgaris,Common Starling,stare
8774,Sturnus unicolor,Spotless Starling,svartstare
8775,Creatophora cinerea,Wattled Starling,flikstare
8776,Notopholia corusca,Black-bellied Starling,svartbukig stare
8777,Hylopsar purpureiceps,Purple-headed Starling,purpurhuvad stare
8778,Hylopsar cupreocauda,Copper-tailed Starling,kopparstjärtad stare
8779,Lamprotornis nitens,Cape Starling,grönglansstare
8780,Lamprotornis chalybaeus,Greater Blue-eared Starling,blåkindad glansstare
8781,Lamprotornis chloropterus,Lesser Blue-eared Starling,mindre glansstare
8782,Lamprotornis elisabeth,Miombo Blue-eared Starling,miomboglansstare
8783,Lamprotornis chalcurus,Bronze-tailed Starling,bronsstjärtad glansstare
8784,Lamprotornis splendidus,Splendid Starling,praktglansstare
8785,Lamprotornis ornatus,Principe Starling,príncipeglansstare
8786,Lamprotornis iris,Emerald Starling,smaragdglansstare
8787,Lamprotornis purpureus,Purple Starling,purpurglansstare
8788,Lamprotornis purpuroptera,Rüppell's Starling,rüppellglansstare
8789,Lamprotornis caudatus,Long-tailed Glossy Starling,långstjärtad glansstare
8790,Lamprotornis regius,Golden-breasted Starling,guldbröstad glansstare
8791,Lamprotornis mevesii,Meves's Starling,mevesglansstare
8792,Lamprotornis australis,Burchell's Starling,större glansstare
8793,Lamprotornis acuticaudus,Sharp-tailed Starling,spetsstjärtad glansstare
8794,Lamprotornis superbus,Superb Starling,brunbukig glansstare
8795,Lamprotornis hildebrandti,Hildebrandt's Starling,hildebrandtglansstare
8796,Lamprotornis shelleyi,Shelley's Starling,shelleyglansstare
8797,Lamprotornis pulcher,Chestnut-bellied Starling,sahelglansstare
8798,Lamprotornis unicolor,Ashy Starling,grå glansstare
8799,Lamprotornis fischeri,Fischer's Starling,gråbröstad glansstare
8800,Lamprotornis bicolor,Pied Starling,vitgumpad glansstare
8801,Lamprotornis albicapillus,White-crowned Starling,vitkronad glansstare
8802,Hartlaubius auratus,Madagascar Starling,madagaskarstare
8803,Cinnyricinclus leucogaster,Violet-backed Starling,ametiststare
8804,Onychognathus morio,Red-winged Starling,rödvingad glansstare
8805,Onychognathus tenuirostris,Slender-billed Starling,smalnäbbad glansstare
8806,Onychognathus fulgidus,Chestnut-winged Starling,brunvingad glansstare
8807,Onychognathus walleri,Waller's Starling,wallerglansstare
8808,Onychognathus blythii,Somali Starling,somaliaglansstare
8809,Onychognathus frater,Socotra Starling,sokotraglansstare
8810,Onychognathus tristramii,Tristram's Starling,sinaiglansstare
8811,Onychognathus nabouroup,Pale-winged Starling,blekvingad glansstare
8812,Onychognathus salvadorii,Bristle-crowned Starling,hjälmglansstare
8813,Onychognathus albirostris,White-billed Starling,vitnäbbad glansstare
8814,Onychognathus neumanni,Neumann's Starling,neumannglansstare
8815,Poeoptera stuhlmanni,Stuhlmann's Starling,stuhlmannstare
8816,Poeoptera kenricki,Kenrick's Starling,kenrickstare
8817,Poeoptera lugubris,Narrow-tailed Starling,smalstjärtad stare
8818,Poeoptera sharpii,Sharpe's Starling,rostbukig stare
8819,Poeoptera femoralis,Abbott's Starling,vitbukig stare
8820,Grafisia torquata,White-collared Starling,vitbröstad stare
8821,Speculipastor bicolor,Magpie Starling,brokstare
8822,Neocichla gutturalis,Babbling Starling,vitvingad stare
8823,Rhabdornis mystacalis,Stripe-headed Rhabdornis,strimmig krypstare
8824,Rhabdornis inornatus,Stripe-breasted Rhabdornis,mindanaokrypstare
8825,Rhabdornis rabori,Visayan Rhabdornis,visayakrypstare
8826,Rhabdornis grandis,Grand Rhabdornis,luzonkrypstare
8827,Buphagus africanus,Yellow-billed Oxpecker,gulnäbbad oxhackare
8828,Buphagus erythrorynchus,Red-billed Oxpecker,rödnäbbad oxhackare
8829,Grandala coelicolor,Grandala,grandala
8830,Sialia currucoides,Mountain Bluebird,bergsialia
8831,Sialia mexicana,Western Bluebird,västsialia
8832,Sialia sialis,Eastern Bluebird,östsialia
8833,Stizorhina finschi,Finsch's Rufous Thrush,finschrosttrast
8834,Stizorhina fraseri,Fraser's Rufous Thrush,fraserrosttrast
8835,Neocossyphus poensis,White-tailed Ant Thrush,vitstjärtad rosttrast
8836,Neocossyphus rufus,Red-tailed Ant Thrush,rödstjärtad rosttrast
8837,Pinarornis plumosus,Boulder Chat,kopjetrast
8838,Myadestes occidentalis,Brown-backed Solitaire,mexikansk solitärtrast
8839,Myadestes unicolor,Slate-colored Solitaire,skiffersolitärtrast
8840,Myadestes townsendi,Townsend's Solitaire,nordlig solitärtrast
8841,Myadestes myadestinus,Kamao,kamao †
8842,Myadestes palmeri,Puaiohi,puaiohi
8843,Myadestes lanaiensis,Olomao,olomao
8844,Myadestes obscurus,Omao,omao
8845,Myadestes elisabeth,Cuban Solitaire,kubasolitärtrast
8846,Myadestes genibarbis,Rufous-throated Solitaire,rödstrupig solitärtrast
8847,Myadestes melanops,Black-faced Solitaire,svartmaskad solitärtrast
8848,Myadestes coloratus,Varied Solitaire,dariénsolitärtrast
8849,Myadestes ralloides,Andean Solitaire,andinsk solitärtrast
8850,Cataponera turdoides,Sulawesi Thrush,sulawesitrast
8851,Chlamydochaera jefferyi,Fruithunter,fruktplockare
8852,Cochoa purpurea,Purple Cochoa,purpurcochoa
8853,Cochoa viridis,Green Cochoa,grön cochoa
8854,Cochoa beccarii,Sumatran Cochoa,sumatracochoa
8855,Cochoa azurea,Javan Cochoa,javacochoa
8856,Ixoreus naevius,Varied Thrush,sitkatrast
8857,Ridgwayia pinicola,Aztec Thrush,aztektrast
8858,Cichlopsis leucogenys,Rufous-brown Solitaire,kanelskogstrast
8859,Entomodestes coracinus,Black Solitaire,svart skogstrast
8860,Entomodestes leucotis,White-eared Solitaire,vitörad skogstrast
8861,Hylocichla mustelina,Wood Thrush,fläckskogstrast
8862,Catharus dryas,Spotted Nightingale-Thrush,gulstrupig skogstrast
8863,Catharus maculatus,Speckled Nightingale-Thrush,spräcklig skogstrast
8864,Catharus aurantiirostris,Orange-billed Nightingale-Thrush,orangenäbbad skogstrast
8865,Catharus mexicanus,Black-headed Nightingale-Thrush,svarthuvad skogstrast
8866,Catharus fuscater,Slaty-backed Nightingale-Thrush,vitögd skogstrast
8867,Catharus ustulatus,Swainson's Thrush,beigekindad skogstrast
8868,Catharus gracilirostris,Black-billed Nightingale-Thrush,svartnäbbad skogstrast
8869,Catharus guttatus,Hermit Thrush,eremitskogstrast
8870,Catharus occidentalis,Russet Nightingale-Thrush,mexikansk skogstrast
8871,Catharus frantzii,Ruddy-capped Nightingale-Thrush,rosthättad skogstrast
8872,Catharus minimus,Grey-cheeked Thrush,gråkindad skogstrast
8873,Catharus bicknelli,Bicknell's Thrush,bicknellskogstrast
8874,Catharus fuscescens,Veery,rostskogstrast
8875,Zoothera dixoni,Long-tailed Thrush,långstjärtad trast
8876,Zoothera mollissima,Alpine Thrush,alptrast
8877,Zoothera salimalii,Himalayan Thrush,himalayatrast
8878,Zoothera griseiceps,Sichuan Thrush,sichuantrast
8879,Zoothera monticola,Long-billed Thrush,långnäbbad trast
8880,Zoothera heinrichi,Geomalia,geomalia
8881,Zoothera marginata,Dark-sided Thrush,mörksidig trast
8882,Zoothera everetti,Everett's Thrush,borneotrast
8883,Zoothera andromedae,Sunda Thrush,sundatrast
8884,Zoothera aurea,White's Thrush,guldtrast
8885,Zoothera dauma,Scaly Thrush,tigertrast
8886,Zoothera neilgherriensis,Nilgiri Thrush,nilgiritrast
8887,Zoothera imbricata,Sri Lanka Thrush,ceylontrast
8888,Zoothera major,Amami Thrush,amamitrast
8889,Zoothera terrestris,Bonin Thrush,bonintrast †
8890,Zoothera turipavae,Guadalcanal Thrush,guadalcanaltrast
8891,Zoothera margaretae,Makira Thrush,makiratrast
8892,Zoothera heinei,Russet-tailed Thrush,stillahavstrast
8893,Zoothera machiki,Fawn-breasted Thrush,gulbröstad trast
8894,Zoothera lunulata,Bassian Thrush,eukalyptustrast
8895,Zoothera talaseae,Black-backed Thrush,svartryggig trast
8896,Geokichla sibirica,Siberian Thrush,sibirisk trast
8897,Geokichla wardii,Pied Thrush,broktrast
8898,Geokichla princei,Grey Ground Thrush,gråbrun trast
8899,Geokichla camaronensis,Black-eared Ground Thrush,svartörad trast
8900,Geokichla guttata,Spotted Ground Thrush,fläcktrast
8901,Geokichla spiloptera,Spot-winged Thrush,fläckvingad trast
8902,Geokichla crossleyi,Crossley's Ground Thrush,svartkindad trast
8903,Geokichla piaggiae,Abyssinian Ground Thrush,orangebröstad trast
8904,Geokichla oberlaenderi,Oberländer's Ground Thrush,kongotrast
8905,Geokichla gurneyi,Orange Ground Thrush,gurneytrast
8906,Geokichla citrina,Orange-headed Thrush,orangehuvad trast
8907,Geokichla dumasi,Buru Thrush,burutrast
8908,Geokichla joiceyi,Seram Thrush,seramtrast
8909,Geokichla peronii,Orange-sided Thrush,timortrast
8910,Geokichla schistacea,Slaty-backed Thrush,tanimbartrast
8911,Geokichla interpres,Chestnut-capped Thrush,brunkronad trast
8912,Geokichla leucolaema,Enggano Thrush,engganotrast
8913,Geokichla dohertyi,Chestnut-backed Thrush,harlekintrast
8914,Geokichla cinerea,Ashy Thrush,filippintrast
8915,Geokichla erythronota,Red-backed Thrush,brunryggig trast
8916,Geokichla mendeni,Red-and-black Thrush,vitörad trast
8917,Turdus litsitsirupa,Groundscraper Thrush,jordtrast
8918,Turdus mupinensis,Chinese Thrush,kinesisk trast
8919,Turdus philomelos,Song Thrush,taltrast
8920,Turdus viscivorus,Mistle Thrush,dubbeltrast
8921,Turdus pelios,African Thrush,aftontrast
8922,Turdus xanthorhynchus,Principe Thrush,príncipetrast
8923,Turdus olivaceofuscus,Sao Tome Thrush,sãotométrast
8924,Turdus abyssinicus,Abyssinian Thrush,abessinsk trast
8925,Turdus helleri,Taita Thrush,taitatrast
8926,Turdus roehli,Usambara Thrush,usambaratrast
8927,Turdus olivaceus,Olive Thrush,olivtrast
8928,Turdus libonyana,Kurrichane Thrush,kurrichanetrast
8929,Turdus bewsheri,Comoros Thrush,komortrast
8930,Turdus tephronotus,Bare-eyed Thrush,nakenögd trast
8931,Turdus smithi,Karoo Thrush,karrootrast
8932,Turdus ludoviciae,Somali Thrush,somaliatrast
8933,Turdus mandarinus,Chinese Blackbird,mandarintrast
8934,Turdus iliacus,Redwing,rödvingetrast
8935,Turdus merula,Common Blackbird,koltrast
8936,Turdus menachensis,Yemen Thrush,jementrast
8937,Turdus niveiceps,Taiwan Thrush,taiwantrast
8938,Turdus boulboul,Grey-winged Blackbird,gråvingad trast
8939,Turdus simillimus,Indian Blackbird,indisk trast
8940,Turdus unicolor,Tickell's Thrush,gråtrast
8941,Turdus dissimilis,Black-breasted Thrush,svartbröstad trast
8942,Turdus cardis,Japanese Thrush,svartvit trast
8943,Turdus hortulorum,Grey-backed Thrush,gråryggig trast
8944,Turdus obscurus,Eyebrowed Thrush,gråhalsad trast
8945,Turdus pallidus,Pale Thrush,amurtrast
8946,Turdus feae,Grey-sided Thrush,mingtrast
8947,Turdus chrysolaus,Brown-headed Thrush,brunhuvad trast
8948,Turdus celaenops,Izu Thrush,izutrast
8949,Turdus poliocephalus,Island Thrush,ötrast
8950,Turdus maximus,Tibetan Blackbird,tibettrast
8951,Turdus kessleri,Kessler's Thrush,kesslertrast
8952,Turdus pilaris,Fieldfare,björktrast
8953,Turdus torquatus,Ring Ouzel,ringtrast
8954,Turdus atrogularis,Black-throated Thrush,svarthalsad trast
8955,Turdus ruficollis,Red-throated Thrush,rödhalsad trast
8956,Turdus eunomus,Dusky Thrush,bruntrast
8957,Turdus naumanni,Naumann's Thrush,rödtrast
8958,Turdus rubrocanus,Chestnut Thrush,kastanjetrast
8959,Turdus albocinctus,White-collared Blackbird,vithalsad trast
8960,Turdus migratorius,American Robin,vandringstrast
8961,Turdus infuscatus,Black Thrush,svarttrast
8962,Turdus rufitorques,Rufous-collared Thrush,rosthalsad trast
8963,Turdus nigrescens,Sooty Thrush,sottrast
8964,Turdus plumbeus,Red-legged Thrush,rödbent trast
8965,Turdus ravidus,Grand Cayman Thrush,caymantrast †
8966,Turdus aurantius,White-chinned Thrush,vithakad trast
8967,Turdus lherminieri,Forest Thrush,antillertrast
8968,Turdus plebejus,Mountain Thrush,molntrast
8969,Turdus leucops,Pale-eyed Thrush,ljusögd trast
8970,Turdus jamaicensis,White-eyed Thrush,vitögd trast
8971,Turdus swalesi,La Selle Thrush,hispaniolatrast
8972,Turdus fulviventris,Chestnut-bellied Thrush,orangebukig trast
8973,Turdus reevei,Plumbeous-backed Thrush,blytrast
8974,Turdus chiguanco,Chiguanco Thrush,chiguancotrast
8975,Turdus nigriceps,Andean Slaty Thrush,skiffertrast
8976,Turdus serranus,Glossy-black Thrush,glanstrast
8977,Turdus olivater,Black-hooded Thrush,svarthuvad trast
8978,Turdus fuscater,Great Thrush,stortrast
8979,Turdus falcklandii,Austral Thrush,sydtrast
8980,Turdus lawrencii,Lawrence's Thrush,amazontrast
8981,Turdus murinus,Pantepui Thrush,tepuítrast
8982,Turdus subalaris,Blacksmith Thrush,smedtrast
8983,Turdus amaurochalinus,Creamy-bellied Thrush,gräddbukig trast
8984,Turdus eremita,Tristan Thrush,tristantrast
8985,Turdus maranonicus,Maranon Thrush,marañóntrast
8986,Turdus ignobilis,Black-billed Thrush,svartnäbbad trast
8987,Turdus arthuri,Campina Thrush,campinatrast
8988,Turdus flavipes,Yellow-legged Thrush,gulbent trast
8989,Turdus assimilis,White-throated Thrush,sepiatrast
8990,Turdus daguae,Dagua Thrush,daguatrast
8991,Turdus albicollis,White-necked Thrush,halsbandstrast
8992,Turdus rufopalliatus,Rufous-backed Thrush,mexikansk trast
8993,Turdus obsoletus,Pale-vented Thrush,kaneltrast
8994,Turdus leucomelas,Pale-breasted Thrush,blekbröstad trast
8995,Turdus fumigatus,Cocoa Thrush,kakaotrast
8996,Turdus hauxwelli,Hauxwell's Thrush,hauxwelltrast
8997,Turdus rufiventris,Rufous-bellied Thrush,rostbukig trast
8998,Turdus grayi,Clay-colored Thrush,lerfärgad trast
8999,Turdus nudigenis,Spectacled Thrush,arawaktrast
9000,Turdus maculirostris,Ecuadorian Thrush,ecuadortrast
9001,Turdus sanchezorum,Varzea Thrush,várzeatrast
9002,Turdus haplochrous,Unicolored Thrush,boliviatrast
9003,Alethe diademata,White-tailed Alethe,guineaalethe
9004,Alethe castanea,Fire-crested Alethe,kongoalethe
9005,Cercotrichas coryphoeus,Karoo Scrub Robin,karrooträdnäktergal
9006,Cercotrichas leucosticta,Forest Scrub Robin,skogsträdnäktergal
9007,Cercotrichas quadrivirgata,Bearded Scrub Robin,kanelträdnäktergal
9008,Cercotrichas barbata,Miombo Scrub Robin,miomboträdnäktergal
9009,Cercotrichas podobe,Black Scrub Robin,svart trädnäktergal
9010,Cercotrichas galactotes,Rufous-tailed Scrub Robin,trädnäktergal
9011,Cercotrichas paena,Kalahari Scrub Robin,kalahariträdnäktergal
9012,Cercotrichas hartlaubi,Brown-backed Scrub Robin,savannträdnäktergal
9013,Cercotrichas leucophrys,White-browed Scrub Robin,vitbrynad trädnäktergal
9014,Cercotrichas signata,Brown Scrub Robin,natalträdnäktergal
9015,Copsychus fulicatus,Indian Robin,indisk shama
9016,Copsychus saularis,Oriental Magpie-Robin,orientshama
9017,Copsychus pyrropygus,Rufous-tailed Shama,roststjärtad shama
9018,Copsychus albospecularis,Madagascar Magpie-Robin,madagaskarshama
9019,Copsychus sechellarum,Seychelles Magpie-Robin,seychellshama
9020,Copsychus mindanensis,Philippine Magpie-Robin,filippinshama
9021,Copsychus malabaricus,White-rumped Shama,vitgumpad shama
9022,Copsychus albiventris,Andaman Shama,andamanshama
9023,Copsychus stricklandii,White-crowned Shama,vitkronad shama
9024,Copsychus luzoniensis,White-browed Shama,luzonshama
9025,Copsychus superciliaris,Visayan Shama,visayashama
9026,Copsychus niger,White-vented Shama,palawanshama
9027,Copsychus cebuensis,Black Shama,svartshama
9028,Fraseria ocreata,Fraser's Forest Flycatcher,Frasers skogsflugsnappare
9029,Fraseria cinerascens,White-browed Forest Flycatcher,vitbrynad skogsflugsnappare
9030,Myioparus griseigularis,Grey-throated Tit-Flycatcher,gråstrupig mesflugsnappare
9031,Myioparus plumbeus,Grey Tit-Flycatcher,blek mesflugsnappare
9032,Melaenornis brunneus,Angolan Slaty Flycatcher,angolaflugsnappare
9033,Melaenornis fischeri,White-eyed Slaty Flycatcher,vitögd flugsnappare
9034,Melaenornis chocolatinus,Abyssinian Slaty Flycatcher,etiopisk flugsnappare
9035,Melaenornis annamarulae,Nimba Flycatcher,nimbaflugsnappare
9036,Melaenornis ardesiacus,Yellow-eyed Black Flycatcher,gulögd flugsnappare
9037,Melaenornis edolioides,Northern Black Flycatcher,svart flugsnappare
9038,Melaenornis pammelaina,Southern Black Flycatcher,drongoflugsnappare
9039,Melaenornis pallidus,Pale Flycatcher,blek flugsnappare
9040,Melaenornis infuscatus,Chat Flycatcher,trastflugsnappare
9041,Melaenornis microrhynchus,African Grey Flycatcher,törnflugsnappare
9042,Melaenornis mariquensis,Marico Flycatcher,maricoflugsnappare
9043,Melaenornis silens,Fiscal Flycatcher,fiskalflugsnappare
9044,Empidornis semipartitus,Silverbird,silverflugsnappare
9045,Muscicapa striata,Spotted Flycatcher,grå flugsnappare
9046,Muscicapa tyrrhenica,Mediterranean Flycatcher,tyrrensk flugsnappare
9047,Muscicapa gambagae,Gambaga Flycatcher,akaciaflugsnappare
9048,Muscicapa griseisticta,Grey-streaked Flycatcher,streckad flugsnappare
9049,Muscicapa sibirica,Dark-sided Flycatcher,sibirisk flugsnappare
9050,Muscicapa dauurica,Asian Brown Flycatcher,glasögonflugsnappare
9051,Muscicapa sodhii,Sulawesi Streaked Flycatcher,sodhiflugsnappare
9052,Muscicapa williamsoni,Brown-streaked Flycatcher,thaiflugsnappare
9053,Muscicapa randi,Ashy-breasted Flycatcher,sotbröstad flugsnappare
9054,Muscicapa segregata,Sumba Brown Flycatcher,drillflugsnappare
9055,Muscicapa muttui,Brown-breasted Flycatcher,brunbröstad flugsnappare
9056,Muscicapa ferruginea,Ferruginous Flycatcher,rostflugsnappare
9057,Muscicapa caerulescens,Ashy Flycatcher,askflugsnappare
9058,Muscicapa aquatica,Swamp Flycatcher,sumpflugsnappare
9059,Muscicapa cassini,Cassin's Flycatcher,flodflugsnappare
9060,Muscicapa olivascens,Olivaceous Flycatcher,olivflugsnappare
9061,Muscicapa lendu,Chapin's Flycatcher,chapinflugsnappare
9062,Muscicapa itombwensis,Itombwe Flycatcher,itombweflugsnappare
9063,Muscicapa adusta,African Dusky Flycatcher,mörkgrå flugsnappare
9064,Muscicapa epulata,Little Grey Flycatcher,pygméflugsnappare
9065,Muscicapa sethsmithi,Yellow-footed Flycatcher,gulbent flugsnappare
9066,Muscicapa comitata,Dusky-blue Flycatcher,ockragumpad flugsnappare
9067,Muscicapa tessmanni,Tessmann's Flycatcher,tessmannflugsnappare
9068,Muscicapa infuscata,Sooty Flycatcher,sotbrun flugsnappare
9069,Muscicapa ussheri,Ussher's Flycatcher,svalflugsnappare
9070,Muscicapa boehmi,Böhm's Flycatcher,miomboflugsnappare
9071,Anthipes monileger,White-gorgeted Flycatcher,vitstrupig flugsnappare
9072,Anthipes solitaris,Rufous-browed Flycatcher,rostbrynad flugsnappare
9073,Cyornis hainanus,Hainan Blue Flycatcher,koboltflugsnappare
9074,Cyornis unicolor,Pale Blue Flycatcher,azurflugsnappare
9075,Cyornis ruckii,Rück's Blue Flycatcher,medanflugsnappare
9076,Cyornis herioti,Blue-breasted Blue Flycatcher,blåbröstad flugsnappare
9077,Cyornis pallidipes,White-bellied Blue Flycatcher,ghatsflugsnappare
9078,Cyornis poliogenys,Pale-chinned Blue Flycatcher,gråkindad flugsnappare
9079,Cyornis whitei,Hill Blue Flycatcher,bergflugsnappare
9080,Cyornis banyumas,Javan Blue Flycatcher,javaflugsnappare
9081,Cyornis montanus,Dayak Blue Flycatcher,dajakflugsnappare
9082,Cyornis magnirostris,Large Blue Flycatcher,arunachalflugsnappare
9083,Cyornis lemprieri,Palawan Blue Flycatcher,svartkindad flugsnappare
9084,Cyornis tickelliae,Tickell's Blue Flycatcher,tickellflugsnappare
9085,Cyornis sumatrensis,Indochinese Blue Flycatcher,indokinesisk flugsnappare
9086,Cyornis caerulatus,Sunda Blue Flycatcher,sundaflugsnappare
9087,Cyornis superbus,Bornean Blue Flycatcher,borneoflugsnappare
9088,Cyornis rubeculoides,Blue-throated Blue Flycatcher,blåstrupig flugsnappare
9089,Cyornis glaucicomans,Chinese Blue Flycatcher,kinesisk flugsnappare
9090,Cyornis turcosus,Malaysian Blue Flycatcher,malajflugsnappare
